SITE,DATE,EffTP,EffQ
ROGERS,2010-08-20,NA,10.8
ROGERS,2010-08-21,NA,10.2
ROGERS,2010-08-22,0.53,7.7
ROGERS,2010-08-23,0.59,9.2
ROGERS,2010-08-24,0.24,8.9
ROGERS,2010-08-25,0.50,8.7
ROGERS,2010-08-26,0.65,7.9
ROGERS,2010-08-27,NA,9.6
ROGERS,2010-08-28,NA,9.3
ROGERS,2010-08-29,0.42,9.3
ROGERS,2010-08-30,0.47,10.0
ROGERS,2010-08-31,0.35,10.0
ROGERS,2010-09-01,0.25,11.1
ROGERS,2010-09-02,0.30,13.6
ROGERS,2010-09-03,NA,11.1
ROGERS,2010-09-04,NA,9.2
ROGERS,2010-09-05,NA,8.0
ROGERS,2010-09-06,0.21,8.8
ROGERS,2010-09-07,0.54,11.4
ROGERS,2010-09-08,0.63,13.5
ROGERS,2010-09-09,0.56,19.3
ROGERS,2010-09-10,NA,13.8
ROGERS,2010-09-11,NA,11.8
ROGERS,2010-09-12,0.23,11.5
ROGERS,2010-09-13,0.16,13.6
ROGERS,2010-09-14,0.32,19.2
ROGERS,2010-09-15,0.90,13.6
ROGERS,2010-09-16,0.70,12.1
ROGERS,2010-09-17,NA,11.5
ROGERS,2010-09-18,NA,10.7
ROGERS,2010-09-19,0.37,10.7
ROGERS,2010-09-20,0.36,11.5
ROGERS,2010-09-21,0.49,12.3
ROGERS,2010-09-22,0.22,11.0
ROGERS,2010-09-23,0.17,8.0
ROGERS,2010-09-24,NA,11.7
ROGERS,2010-09-25,NA,9.1
ROGERS,2010-09-26,0.16,8.8
ROGERS,2010-09-27,0.14,10.6
ROGERS,2010-09-28,0.12,10.4
ROGERS,2010-09-29,0.15,9.5
ROGERS,2010-09-30,0.15,9.4
ROGERS,2010-10-01,NA,9.3
ROGERS,2010-10-02,NA,9.2
ROGERS,2010-10-03,0.19,8.4
ROGERS,2010-10-04,0.14,9.8
ROGERS,2010-10-05,0.18,9.9
ROGERS,2010-10-06,0.20,9.6
ROGERS,2010-10-07,0.23,9.6
ROGERS,2010-10-08,NA,8.8
ROGERS,2010-10-09,NA,8.8
ROGERS,2010-10-10,0.32,9.0
ROGERS,2010-10-11,0.31,10.1
ROGERS,2010-10-12,0.45,10.0
ROGERS,2010-10-13,0.72,9.4
ROGERS,2010-10-14,0.86,9.3
ROGERS,2010-10-15,NA,9.3
ROGERS,2010-10-16,NA,9.0
ROGERS,2010-10-17,0.52,8.5
ROGERS,2010-10-18,0.46,9.9
ROGERS,2010-10-19,0.46,11.1
ROGERS,2010-10-20,0.38,9.6
ROGERS,2010-10-21,0.34,9.4
ROGERS,2010-10-22,NA,10.1
ROGERS,2010-10-23,NA,11.5
ROGERS,2010-10-24,0.41,9.9
ROGERS,2010-10-25,0.31,11.0
ROGERS,2010-10-26,0.55,10.5
ROGERS,2010-10-27,1.30,10.2
ROGERS,2010-10-28,0.75,9.2
ROGERS,2010-10-29,0.60,9.4
ROGERS,2010-10-30,NA,9.4
ROGERS,2010-10-31,0.54,8.7
ROGERS,2010-11-01,0.65,10.3
ROGERS,2010-11-02,0.78,9.9
ROGERS,2010-11-03,1.10,9.6
ROGERS,2010-11-04,3.05,9.9
ROGERS,2010-11-05,NA,9.3
ROGERS,2010-11-06,NA,8.9
ROGERS,2010-11-07,0.62,8.3
ROGERS,2010-11-08,0.16,9.9
ROGERS,2010-11-09,0.36,10.4
ROGERS,2010-11-10,NA,9.7
ROGERS,2010-11-11,0.46,10.3
ROGERS,2010-11-12,NA,10.6
ROGERS,2010-11-13,NA,8.9
ROGERS,2010-11-14,0.49,8.5
ROGERS,2010-11-15,0.22,9.8
ROGERS,2010-11-16,0.18,9.8
ROGERS,2010-11-17,0.17,10.6
ROGERS,2010-11-18,0.19,10.1
ROGERS,2010-11-19,NA,9.7
ROGERS,2010-11-20,NA,9.7
ROGERS,2010-11-21,0.24,9.3
ROGERS,2010-11-22,0.28,11.1
ROGERS,2010-11-23,0.26,11.7
ROGERS,2010-11-24,0.24,14.0
ROGERS,2010-11-25,NA,11.3
ROGERS,2010-11-26,NA,11.3
ROGERS,2010-11-27,NA,11.1
ROGERS,2010-11-28,0.29,11.0
ROGERS,2010-11-29,0.19,11.2
ROGERS,2010-11-30,0.23,10.3
ROGERS,2010-12-01,0.20,10.1
ROGERS,2010-12-02,0.20,10.0
ROGERS,2010-12-03,NA,9.8
ROGERS,2010-12-04,NA,9.4
ROGERS,2010-12-05,0.18,9.0
ROGERS,2010-12-06,0.17,9.8
ROGERS,2010-12-07,0.20,9.8
ROGERS,2010-12-08,0.25,9.7
ROGERS,2010-12-09,0.28,10.0
ROGERS,2010-12-10,NA,9.9
ROGERS,2010-12-11,NA,9.9
ROGERS,2010-12-12,0.20,9.5
ROGERS,2010-12-13,0.16,9.9
ROGERS,2010-12-14,0.18,10.0
ROGERS,2010-12-15,0.22,9.9
ROGERS,2010-12-16,0.23,9.7
ROGERS,2010-12-17,NA,8.5
ROGERS,2010-12-18,NA,9.3
ROGERS,2010-12-19,0.22,8.7
ROGERS,2010-12-20,0.21,10.6
ROGERS,2010-12-21,0.34,8.9
ROGERS,2010-12-22,0.36,9.9
ROGERS,2010-12-23,NA,9.6
ROGERS,2010-12-24,NA,9.7
ROGERS,2010-12-25,NA,8.0
ROGERS,2010-12-26,0.20,8.7
ROGERS,2010-12-27,0.20,9.6
ROGERS,2010-12-28,0.25,10.0
ROGERS,2010-12-29,0.16,10.1
ROGERS,2010-12-30,NA,10.6
ROGERS,2010-12-31,NA,10.6
ROGERS,2011-01-01,NA,9.4
ROGERS,2011-01-02,0.20,9.6
ROGERS,2011-01-03,0.19,10.8
ROGERS,2011-01-04,0.18,10.3
ROGERS,2011-01-05,0.17,9.9
ROGERS,2011-01-06,0.19,11.1
ROGERS,2011-01-07,NA,9.7
ROGERS,2011-01-08,NA,8.6
ROGERS,2011-01-09,0.18,8.7
ROGERS,2011-01-10,0.16,9.6
ROGERS,2011-01-11,0.14,9.3
ROGERS,2011-01-12,0.14,11.1
ROGERS,2011-01-13,0.16,9.6
ROGERS,2011-01-14,NA,8.2
ROGERS,2011-01-15,NA,8.6
ROGERS,2011-01-16,0.20,8.4
ROGERS,2011-01-17,0.18,9.8
ROGERS,2011-01-18,0.17,9.9
ROGERS,2011-01-19,0.15,9.8
ROGERS,2011-01-20,0.13,18.0
ROGERS,2011-01-21,NA,10.1
ROGERS,2011-01-22,NA,9.0
ROGERS,2011-01-23,0.15,9.2
ROGERS,2011-01-24,0.17,10.2
ROGERS,2011-01-25,0.17,9.8
ROGERS,2011-01-26,0.20,9.5
ROGERS,2011-01-27,0.16,9.9
ROGERS,2011-01-28,NA,9.6
ROGERS,2011-01-29,NA,8.9
ROGERS,2011-01-30,0.43,8.7
ROGERS,2011-01-31,0.27,10.5
ROGERS,2011-02-01,0.16,10.0
ROGERS,2011-02-02,0.12,8.8
ROGERS,2011-02-03,NA,10.5
ROGERS,2011-02-04,NA,9.7
ROGERS,2011-02-05,NA,9.5
ROGERS,2011-02-06,0.16,10.4
ROGERS,2011-02-07,0.24,10.6
ROGERS,2011-02-08,0.12,10.4
ROGERS,2011-02-09,0.11,8.9
ROGERS,2011-02-10,0.10,10.1
ROGERS,2011-02-11,NA,9.7
ROGERS,2011-02-12,NA,10.6
ROGERS,2011-02-13,0.15,12.1
ROGERS,2011-02-14,0.12,12.1
ROGERS,2011-02-15,0.12,12.5
ROGERS,2011-02-16,0.11,13.0
ROGERS,2011-02-17,0.12,13.5
ROGERS,2011-02-18,NA,14.3
ROGERS,2011-02-19,NA,14.6
ROGERS,2011-02-20,NA,13.7
ROGERS,2011-02-21,0.14,11.9
ROGERS,2011-02-22,0.12,11.1
ROGERS,2011-02-23,0.13,11.0
ROGERS,2011-02-24,0.22,14.2
ROGERS,2011-02-25,NA,12.9
ROGERS,2011-02-26,NA,11.4
ROGERS,2011-02-27,0.36,10.8
ROGERS,2011-02-28,0.12,10.9
ROGERS,2011-03-01,0.10,10.6
ROGERS,2011-03-02,0.12,10.6
ROGERS,2011-03-03,0.14,10.4
ROGERS,2011-03-04,NA,12.3
ROGERS,2011-03-05,NA,11.2
ROGERS,2011-03-06,0.11,10.8
ROGERS,2011-03-07,0.11,11.6
ROGERS,2011-03-08,0.14,11.8
ROGERS,2011-03-09,0.15,11.3
ROGERS,2011-03-10,0.16,10.2
ROGERS,2011-03-11,NA,10.2
ROGERS,2011-03-12,NA,9.2
ROGERS,2011-03-13,0.19,10.0
ROGERS,2011-03-14,0.12,13.9
ROGERS,2011-03-15,0.11,11.2
ROGERS,2011-03-16,0.14,11.8
ROGERS,2011-03-17,0.16,11.4
ROGERS,2011-03-18,NA,10.7
ROGERS,2011-03-19,NA,10.3
ROGERS,2011-03-20,0.18,9.1
ROGERS,2011-03-21,0.22,10.5
ROGERS,2011-03-22,0.18,10.6
ROGERS,2011-03-23,0.17,9.7
ROGERS,2011-03-24,0.18,9.4
ROGERS,2011-03-25,NA,10.3
ROGERS,2011-03-26,NA,10.7
ROGERS,2011-03-27,0.17,10.4
ROGERS,2011-03-28,0.15,10.2
ROGERS,2011-03-29,0.15,12.0
ROGERS,2011-03-30,0.15,10.8
ROGERS,2011-03-31,0.14,12.1
ROGERS,2011-04-01,NA,12.0
ROGERS,2011-04-02,NA,10.3
ROGERS,2011-04-03,0.22,10.2
ROGERS,2011-04-04,0.19,10.8
ROGERS,2011-04-05,0.17,10.8
ROGERS,2011-04-06,0.17,10.5
ROGERS,2011-04-07,0.17,10.9
ROGERS,2011-04-08,NA,10.8
ROGERS,2011-04-09,NA,10.7
ROGERS,2011-04-10,0.30,10.6
ROGERS,2011-04-11,0.35,14.1
ROGERS,2011-04-12,0.22,11.2
ROGERS,2011-04-13,0.20,10.2
ROGERS,2011-04-14,0.21,12.6
ROGERS,2011-04-15,NA,13.1
ROGERS,2011-04-16,NA,11.2
ROGERS,2011-04-17,0.22,10.7
ROGERS,2011-04-18,0.22,11.1
ROGERS,2011-04-19,0.21,12.1
ROGERS,2011-04-20,0.21,10.6
ROGERS,2011-04-21,0.24,16.0
ROGERS,2011-04-22,NA,26.3
ROGERS,2011-04-23,NA,35.0
ROGERS,2011-04-24,0.12,46.5
ROGERS,2011-04-25,0.26,44.5
ROGERS,2011-04-26,0.21,39.7
ROGERS,2011-04-27,0.31,35.7
ROGERS,2011-04-28,0.12,28.4
ROGERS,2011-04-29,NA,22.5
ROGERS,2011-04-30,NA,14.5
ROGERS,2011-05-01,0.10,18.3
ROGERS,2011-05-02,0.06,20.2
ROGERS,2011-05-03,0.16,17.9
ROGERS,2011-05-04,0.19,17.2
ROGERS,2011-05-05,0.14,16.7
ROGERS,2011-05-06,NA,12.4
ROGERS,2011-05-07,NA,12.8
ROGERS,2011-05-08,0.06,12.1
ROGERS,2011-05-09,0.09,10.3
ROGERS,2011-05-10,0.23,13.7
ROGERS,2011-05-11,0.41,14.1
ROGERS,2011-05-12,0.19,12.8
ROGERS,2011-05-13,NA,13.9
ROGERS,2011-05-14,NA,11.9
ROGERS,2011-05-15,0.15,10.8
ROGERS,2011-05-16,0.18,10.6
ROGERS,2011-05-17,0.15,12.5
ROGERS,2011-05-18,0.13,15.6
ROGERS,2011-05-19,0.13,12.1
ROGERS,2011-05-20,NA,16.6
ROGERS,2011-05-21,NA,16.7
ROGERS,2011-05-22,0.17,18.8
ROGERS,2011-05-23,0.87,41.3
ROGERS,2011-05-24,0.11,40.1
ROGERS,2011-05-25,0.14,33.9
ROGERS,2011-05-26,0.26,28.1
ROGERS,2011-05-27,NA,15.5
ROGERS,2011-05-28,NA,15.5
ROGERS,2011-05-29,NA,12.5
ROGERS,2011-05-30,0.24,12.4
ROGERS,2011-05-31,0.18,13.7
ROGERS,2011-06-01,0.36,14.2
ROGERS,2011-06-02,0.31,14.2
ROGERS,2011-06-03,NA,12.2
ROGERS,2011-06-04,NA,12.2
ROGERS,2011-06-05,0.25,11.2
ROGERS,2011-06-06,0.20,11.9
ROGERS,2011-06-07,0.23,11.9
ROGERS,2011-06-08,0.10,10.7
ROGERS,2011-06-09,0.14,11.7
ROGERS,2011-06-10,NA,11.9
ROGERS,2011-06-11,NA,11.9
ROGERS,2011-06-12,0.24,10.5
ROGERS,2011-06-13,0.08,11.0
ROGERS,2011-06-14,0.10,9.6
ROGERS,2011-06-15,0.07,14.1
ROGERS,2011-06-16,0.16,11.3
ROGERS,2011-06-17,NA,11.3
ROGERS,2011-06-18,NA,10.3
ROGERS,2011-06-19,0.24,9.7
ROGERS,2011-06-20,0.08,10.4
ROGERS,2011-06-21,0.17,11.1
ROGERS,2011-06-22,0.16,10.0
ROGERS,2011-06-23,0.18,10.0
ROGERS,2011-06-24,NA,9.0
ROGERS,2011-06-25,NA,8.6
ROGERS,2011-06-26,0.17,10.7
ROGERS,2011-06-27,0.14,11.6
ROGERS,2011-06-28,0.12,10.3
ROGERS,2011-06-29,0.14,10.1
ROGERS,2011-06-30,0.15,9.3
ROGERS,2011-07-01,NA,9.9
ROGERS,2011-07-02,NA,10.0
ROGERS,2011-07-03,NA,8.4
ROGERS,2011-07-04,0.42,10.6
ROGERS,2011-07-05,0.36,10.4
ROGERS,2011-07-06,0.40,10.9
ROGERS,2011-07-07,0.32,10.8
ROGERS,2011-07-08,NA,9.8
ROGERS,2011-07-09,NA,10.1
ROGERS,2011-07-10,0.55,9.2
ROGERS,2011-07-11,0.20,10.5
ROGERS,2011-07-12,0.20,10.9
ROGERS,2011-07-13,0.18,12.7
ROGERS,2011-07-14,0.21,12.3
ROGERS,2011-07-15,NA,11.0
ROGERS,2011-07-16,NA,10.2
ROGERS,2011-07-17,0.41,9.9
ROGERS,2011-07-18,0.14,10.0
ROGERS,2011-07-19,0.08,9.2
ROGERS,2011-07-20,0.38,9.4
ROGERS,2011-07-21,0.28,11.2
ROGERS,2011-07-22,NA,9.8
ROGERS,2011-07-23,NA,9.0
ROGERS,2011-07-24,0.17,8.6
ROGERS,2011-07-25,0.24,9.9
ROGERS,2011-07-26,0.15,9.4
ROGERS,2011-07-27,0.13,9.5
ROGERS,2011-07-28,0.13,9.4
ROGERS,2011-07-29,NA,9.2
ROGERS,2011-07-30,NA,10.2
ROGERS,2011-07-31,0.15,8.8
ROGERS,2011-08-01,0.22,9.7
ROGERS,2011-08-02,0.25,8.2
ROGERS,2011-08-03,0.75,7.4
ROGERS,2011-08-04,0.35,9.7
ROGERS,2011-08-05,NA,9.0
ROGERS,2011-08-06,NA,8.2
ROGERS,2011-08-07,0.22,8.4
ROGERS,2011-08-08,0.24,10.1
ROGERS,2011-08-09,0.27,12.0
ROGERS,2011-08-10,0.08,14.7
ROGERS,2011-08-11,0.12,14.2
ROGERS,2011-08-12,NA,13.2
ROGERS,2011-08-13,NA,11.9
ROGERS,2011-08-14,0.35,10.1
ROGERS,2011-08-15,0.28,10.5
ROGERS,2011-08-16,0.21,10.7
ROGERS,2011-08-17,0.15,9.8
ROGERS,2011-08-18,0.13,10.6
ROGERS,2011-08-19,NA,9.4
ROGERS,2011-08-20,NA,9.1
ROGERS,2011-08-21,0.12,9.2
ROGERS,2011-08-22,0.13,10.6
ROGERS,2011-08-23,0.17,10.5
ROGERS,2011-08-24,0.22,10.2
ROGERS,2011-08-25,0.21,9.3
ROGERS,2011-08-26,NA,9.2
ROGERS,2011-08-27,NA,8.7
ROGERS,2011-08-28,0.35,8.4
ROGERS,2011-08-29,0.40,10.9
ROGERS,2011-08-30,0.17,9.9
ROGERS,2011-08-31,0.44,9.0
ROGERS,2011-09-01,0.35,8.9
ROGERS,2011-09-02,NA,8.9
ROGERS,2011-09-03,NA,8.3
ROGERS,2011-09-04,NA,8.2
ROGERS,2011-09-05,0.43,7.8
ROGERS,2011-09-06,0.20,8.2
ROGERS,2011-09-07,0.40,9.2
ROGERS,2011-09-08,0.24,8.9
ROGERS,2011-09-09,NA,8.7
ROGERS,2011-09-10,NA,9.0
ROGERS,2011-09-11,0.27,7.6
ROGERS,2011-09-12,0.40,9.7
ROGERS,2011-09-13,0.42,9.8
ROGERS,2011-09-14,0.35,8.9
ROGERS,2011-09-15,0.46,8.9
ROGERS,2011-09-16,NA,9.1
ROGERS,2011-09-17,NA,13.0
ROGERS,2011-09-18,0.27,14.2
ROGERS,2011-09-19,0.84,12.9
ROGERS,2011-09-20,0.71,10.6
ROGERS,2011-09-21,0.40,12.0
ROGERS,2011-09-22,0.64,16.5
ROGERS,2011-09-23,NA,11.6
ROGERS,2011-09-24,NA,10.5
ROGERS,2011-09-25,0.74,9.2
ROGERS,2011-09-26,0.34,10.6
ROGERS,2011-09-27,0.29,10.1
ROGERS,2011-09-28,0.40,10.0
ROGERS,2011-09-29,0.38,9.7
ROGERS,2011-09-30,NA,7.9
ROGERS,2011-10-01,NA,9.4
ROGERS,2011-10-02,0.22,9.4
ROGERS,2011-10-03,0.18,7.5
ROGERS,2011-10-04,0.20,9.1
ROGERS,2011-10-05,0.20,9.4
ROGERS,2011-10-06,0.26,9.5
ROGERS,2011-10-07,NA,9.6
ROGERS,2011-10-08,NA,9.5
ROGERS,2011-10-09,0.18,9.3
ROGERS,2011-10-10,0.20,11.3
ROGERS,2011-10-11,0.22,9.3
ROGERS,2011-10-12,0.18,12.1
ROGERS,2011-10-13,0.11,10.7
ROGERS,2011-10-14,NA,8.5
ROGERS,2011-10-15,NA,8.7
ROGERS,2011-10-16,0.16,9.2
ROGERS,2011-10-17,0.17,9.2
ROGERS,2011-10-18,0.14,9.9
ROGERS,2011-10-19,0.11,8.3
ROGERS,2011-10-20,0.10,8.8
ROGERS,2011-10-21,NA,9.7
ROGERS,2011-10-22,NA,9.6
ROGERS,2011-10-23,0.41,8.6
ROGERS,2011-10-24,0.26,9.7
ROGERS,2011-10-25,0.22,10.6
ROGERS,2011-10-26,0.24,9.8
ROGERS,2011-10-27,0.28,9.9
ROGERS,2011-10-28,NA,9.6
ROGERS,2011-10-29,NA,9.6
ROGERS,2011-10-30,0.23,7.6
ROGERS,2011-10-31,0.15,9.9
ROGERS,2011-11-01,0.07,10.0
ROGERS,2011-11-02,0.10,10.2
ROGERS,2011-11-03,0.06,10.2
ROGERS,2011-11-04,NA,9.9
ROGERS,2011-11-05,NA,10.7
ROGERS,2011-11-06,0.13,10.2
ROGERS,2011-11-07,0.14,12.2
ROGERS,2011-11-08,0.28,20.4
ROGERS,2011-11-09,0.61,22.0
ROGERS,2011-11-10,NA,22.0
ROGERS,2011-11-11,NA,10.7
ROGERS,2011-11-12,NA,11.9
ROGERS,2011-11-13,0.21,9.9
ROGERS,2011-11-14,0.16,12.7
ROGERS,2011-11-15,0.16,13.4
ROGERS,2011-11-16,0.32,11.7
ROGERS,2011-11-17,0.22,10.8
ROGERS,2011-11-18,NA,10.5
ROGERS,2011-11-19,NA,11.0
ROGERS,2011-11-20,0.17,10.7
ROGERS,2011-11-21,0.21,14.5
ROGERS,2011-11-22,0.13,16.8
ROGERS,2011-11-23,NA,14.5
ROGERS,2011-11-24,NA,13.1
ROGERS,2011-11-25,NA,10.3
ROGERS,2011-11-26,NA,13.3
ROGERS,2011-11-27,0.12,12.9
ROGERS,2011-11-28,0.13,11.4
ROGERS,2011-11-29,0.14,11.7
ROGERS,2011-11-30,0.12,11.7
ROGERS,2011-12-01,0.14,10.8
ROGERS,2011-12-02,NA,11.4
ROGERS,2011-12-03,NA,12.0
ROGERS,2011-12-04,NA,11.3
ROGERS,2011-12-05,0.10,12.7
ROGERS,2011-12-06,0.08,12.9
ROGERS,2011-12-07,0.09,11.7
ROGERS,2011-12-08,0.09,12.3
ROGERS,2011-12-09,NA,11.7
ROGERS,2011-12-10,NA,10.3
ROGERS,2011-12-11,0.11,9.8
ROGERS,2011-12-12,0.11,11.6
ROGERS,2011-12-13,0.10,13.8
ROGERS,2011-12-14,0.08,15.1
ROGERS,2011-12-15,0.08,16.3
ROGERS,2011-12-16,NA,14.8
ROGERS,2011-12-17,NA,12.2
ROGERS,2011-12-18,0.07,11.1
ROGERS,2011-12-19,0.07,13.0
ROGERS,2011-12-20,0.07,14.1
ROGERS,2011-12-21,0.06,14.4
ROGERS,2011-12-22,NA,13.7
ROGERS,2011-12-23,NA,13.4
ROGERS,2011-12-24,NA,11.1
ROGERS,2011-12-25,NA,9.4
ROGERS,2011-12-26,0.06,10.5
ROGERS,2011-12-27,0.06,10.3
ROGERS,2011-12-28,0.06,11.1
ROGERS,2011-12-29,0.08,11.1
ROGERS,2011-12-30,NA,10.0
ROGERS,2011-12-31,NA,10.2
ROGERS,2012-01-01,NA,8.9
ROGERS,2012-01-02,0.08,9.3
ROGERS,2012-01-03,0.06,10.6
ROGERS,2012-01-04,0.06,10.1
ROGERS,2012-01-05,0.08,9.1
ROGERS,2012-01-06,NA,9.2
ROGERS,2012-01-07,NA,9.1
ROGERS,2012-01-08,0.10,8.7
ROGERS,2012-01-09,0.09,8.9
ROGERS,2012-01-10,0.08,10.3
ROGERS,2012-01-11,0.08,10.3
ROGERS,2012-01-12,0.07,10.0
ROGERS,2012-01-13,NA,8.7
ROGERS,2012-01-14,NA,8.4
ROGERS,2012-01-15,0.09,8.8
ROGERS,2012-01-16,0.08,9.6
ROGERS,2012-01-17,0.09,8.8
ROGERS,2012-01-18,0.10,9.3
ROGERS,2012-01-19,0.08,9.6
ROGERS,2012-01-20,NA,8.9
ROGERS,2012-01-21,NA,8.9
ROGERS,2012-01-22,0.11,9.1
ROGERS,2012-01-23,0.20,9.2
ROGERS,2012-01-24,0.10,11.2
ROGERS,2012-01-25,0.08,16.2
ROGERS,2012-01-26,0.08,14.5
ROGERS,2012-01-27,NA,15.2
ROGERS,2012-01-28,NA,10.7
ROGERS,2012-01-29,0.21,9.6
ROGERS,2012-01-30,0.82,10.8
ROGERS,2012-01-31,0.14,11.1
ROGERS,2012-02-01,0.08,11.0
ROGERS,2012-02-02,0.08,11.4
ROGERS,2012-02-03,NA,11.4
ROGERS,2012-02-04,NA,11.8
ROGERS,2012-02-05,0.08,11.4
ROGERS,2012-02-06,0.07,11.2
ROGERS,2012-02-07,0.06,11.5
ROGERS,2012-02-08,0.07,11.6
ROGERS,2012-02-09,0.07,11.8
ROGERS,2012-02-10,NA,11.7
ROGERS,2012-02-11,NA,9.9
ROGERS,2012-02-12,0.09,8.9
ROGERS,2012-02-13,0.09,11.2
ROGERS,2012-02-14,0.08,11.4
ROGERS,2012-02-15,0.09,11.9
ROGERS,2012-02-16,0.10,11.1
ROGERS,2012-02-17,NA,10.3
ROGERS,2012-02-18,NA,10.3
ROGERS,2012-02-19,NA,10.6
ROGERS,2012-02-20,0.10,10.8
ROGERS,2012-02-21,0.09,10.9
ROGERS,2012-02-22,0.12,10.1
ROGERS,2012-02-23,0.12,10.2
ROGERS,2012-02-24,NA,8.9
ROGERS,2012-02-25,NA,9.7
ROGERS,2012-02-26,0.13,9.7
ROGERS,2012-02-27,0.13,9.6
ROGERS,2012-02-28,0.14,10.1
ROGERS,2012-02-29,0.14,9.6
ROGERS,2012-03-01,0.15,9.9
ROGERS,2012-03-02,NA,9.1
ROGERS,2012-03-03,NA,8.7
ROGERS,2012-03-04,0.38,8.3
ROGERS,2012-03-05,0.16,10.8
ROGERS,2012-03-06,0.10,9.7
ROGERS,2012-03-07,0.11,9.7
ROGERS,2012-03-08,0.13,10.1
ROGERS,2012-03-09,NA,9.2
ROGERS,2012-03-10,NA,9.4
ROGERS,2012-03-11,0.15,11.1
ROGERS,2012-03-12,0.14,11.7
ROGERS,2012-03-13,0.16,11.3
ROGERS,2012-03-14,0.17,10.6
ROGERS,2012-03-15,0.23,10.4
ROGERS,2012-03-16,NA,10.4
ROGERS,2012-03-17,NA,9.5
ROGERS,2012-03-18,0.36,9.0
ROGERS,2012-03-19,0.26,13.2
ROGERS,2012-03-20,0.17,22.2
ROGERS,2012-03-21,0.12,29.0
ROGERS,2012-03-22,0.12,29.3
ROGERS,2012-03-23,NA,21.1
ROGERS,2012-03-24,NA,20.1
ROGERS,2012-03-25,0.12,17.6
ROGERS,2012-03-26,0.15,13.7
ROGERS,2012-03-27,0.18,12.3
ROGERS,2012-03-28,0.16,13.0
ROGERS,2012-03-29,0.14,12.1
ROGERS,2012-03-30,NA,11.1
ROGERS,2012-03-31,NA,12.1
ROGERS,2012-04-01,0.17,11.3
ROGERS,2012-04-02,0.20,12.9
ROGERS,2012-04-03,0.19,12.1
ROGERS,2012-04-04,0.18,11.4
ROGERS,2012-04-05,0.16,10.7
ROGERS,2012-04-06,NA,8.9
ROGERS,2012-04-07,NA,9.5
ROGERS,2012-04-08,0.18,10.5
ROGERS,2012-04-09,0.20,12.1
ROGERS,2012-04-10,0.22,11.3
ROGERS,2012-04-11,0.32,8.4
ROGERS,2012-04-12,0.18,10.8
ROGERS,2012-04-13,NA,11.1
ROGERS,2012-04-14,NA,9.8
ROGERS,2012-04-15,0.20,12.3
ROGERS,2012-04-16,0.20,10.7
ROGERS,2012-04-17,0.15,11.0
ROGERS,2012-04-18,0.15,11.1
ROGERS,2012-04-19,0.17,10.0
ROGERS,2012-04-20,NA,10.2
ROGERS,2012-04-21,NA,8.5
ROGERS,2012-04-22,0.12,9.0
ROGERS,2012-04-23,0.11,10.3
ROGERS,2012-04-24,0.12,10.0
ROGERS,2012-04-25,0.14,10.1
ROGERS,2012-04-26,0.17,9.9
ROGERS,2012-04-27,NA,9.5
ROGERS,2012-04-28,NA,8.9
ROGERS,2012-04-29,0.17,9.3
ROGERS,2012-04-30,0.12,14.2
ROGERS,2012-05-01,0.15,12.8
ROGERS,2012-05-02,0.18,12.1
ROGERS,2012-05-03,0.21,12.2
ROGERS,2012-05-04,NA,10.7
ROGERS,2012-05-05,NA,11.2
ROGERS,2012-05-06,0.35,8.5
ROGERS,2012-05-07,0.24,11.6
ROGERS,2012-05-08,0.13,10.1
ROGERS,2012-05-09,0.03,11.1
ROGERS,2012-05-10,0.05,11.2
ROGERS,2012-05-11,NA,10.5
ROGERS,2012-05-12,NA,10.1
ROGERS,2012-05-13,0.11,9.3
ROGERS,2012-05-14,0.05,9.9
ROGERS,2012-05-15,0.04,10.5
ROGERS,2012-05-16,0.04,10.0
ROGERS,2012-05-17,0.06,9.8
ROGERS,2012-05-18,NA,9.4
ROGERS,2012-05-19,NA,9.7
ROGERS,2012-05-20,0.10,9.4
ROGERS,2012-05-21,0.05,8.8
ROGERS,2012-05-22,0.06,9.8
ROGERS,2012-05-23,0.08,9.6
ROGERS,2012-05-24,0.11,10.4
ROGERS,2012-05-25,NA,9.4
ROGERS,2012-05-26,NA,8.3
ROGERS,2012-05-27,NA,9.0
ROGERS,2012-05-28,0.18,10.1
ROGERS,2012-05-29,0.18,13.5
ROGERS,2012-05-30,NA,12.8
ROGERS,2012-05-31,0.09,8.1
ROGERS,2012-06-01,NA,9.1
ROGERS,2012-06-02,NA,8.8
ROGERS,2012-06-03,0.13,9.5
ROGERS,2012-06-04,0.05,11.3
ROGERS,2012-06-05,0.10,10.6
ROGERS,2012-06-06,0.09,9.9
ROGERS,2012-06-07,0.05,10.0
ROGERS,2012-06-08,NA,9.8
ROGERS,2012-06-09,NA,9.5
ROGERS,2012-06-10,0.16,8.6
ROGERS,2012-06-11,0.12,9.8
ROGERS,2012-06-12,0.12,8.6
ROGERS,2012-06-13,0.10,9.2
ROGERS,2012-06-14,0.16,9.4
ROGERS,2012-06-15,NA,9.1
ROGERS,2012-06-16,NA,8.9
ROGERS,2012-06-17,0.20,8.7
ROGERS,2012-06-18,0.23,10.4
ROGERS,2012-06-19,0.23,9.7
ROGERS,2012-06-20,0.27,9.8
ROGERS,2012-06-21,0.25,10.1
ROGERS,2012-06-22,NA,11.2
ROGERS,2012-06-23,NA,10.1
ROGERS,2012-06-24,0.24,9.3
